id,predicted_churn_risk,risk_tier,behavioral_state,behavioral_evidence,recent_deterioration_count,persistent_deterioration_count,coordinated_deterioration_count,value_tier,arpu_8,retention_priority,candidate_action,decision_rationale,churn_probability
46669,0.4260297305976742,Very High,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,5,0,4,Lower,0.53,Priority 2,Broad Recent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
37466,0.002471211201269188,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,1,1,4,Moderate,156.275,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
19517,0.007239957209116824,Moderate,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,1,5,Higher,206.786,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
46882,0.06675873926544135,Very High,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,3,3,3,Lower,44.999,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
3314,0.004832068452766731,Moderate,Recent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,4,0,2,Moderate,127.45,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
24300,0.009390319339771871,High,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,2,0,1,Higher,251.659,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
35784,0.05666944719755993,Very High,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,2,1,4,Moderate,175.151,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
6104,0.003497061191699847,Moderate,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,5,3,4,Highest,431.382,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
32272,0.0008473068138268914,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Moderate,145.725,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
21857,0.0034806186551514158,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Lower,71.295,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
26508,0.01764404622826281,High,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,3,1,4,Lower,78.4,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
59100,0.004748835717357322,Moderate,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,3,4,Higher,223.62,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
3240,0.00386248561750026,Moderate,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Moderate,92.253,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
44397,0.005599292120253459,Moderate,Recent Deterioration,5/5 behavioural metrics declined recently,5,0,0,Higher,342.148,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
67125,0.00295938774201108,Low,Recent Deterioration,5/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,5,0,2,Highest,478.116,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
24508,0.44005113359291814,Very High,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,3,3,3,Lower,41.646,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
51817,0.00987150134817877,High,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics declined across the observed period,5,0,5,Higher,232.169,Priority 3,Broad Recent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
20470,0.0068188188984651095,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Higher,357.589,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
3040,0.9806286568429647,Very High,Stable / Limited Deterioration,5/5 behavioural metrics declined across the observed period,0,0,5,Lower,0.0,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,1
58223,0.010992922928598735,High,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,3,5,Moderate,87.247,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
13090,0.10298787701171327,Very High,Recent Deterioration,4/5 behavioural metrics declined recently,4,0,0,Moderate,185.09,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
59240,0.006484215399728814,Moderate,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,2,1,2,Highest,548.674,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
37357,0.015251535351153003,High,Recent Deterioration,5/5 behavioural metrics declined recently,5,0,0,Highest,381.109,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
33547,0.010070768281895914,High,Persistent Deterioration,2/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,2,2,5,Lower,52.544,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
49156,0.037727002743050506,Very High,Recent Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,5,1,2,Moderate,156.069,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
23207,0.1674341435759976,Very High,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,2,1,1,Higher,280.665,Priority 1,Recharge / Affordability Review,Very High churn risk with Higher/Highest relative customer value.,0
52098,0.0018900671074189436,Low,Persistent Deterioration,2/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,2,2,5,Higher,229.728,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
58622,0.020950950499985507,High,Recent Broad Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,4,0,4,Moderate,91.874,Priority 3,Broad Recent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
38827,0.553416913744735,Very High,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,1,1,5,Lower,3.25,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
53593,0.007417488134898022,Moderate,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,3,3,4,Highest,494.618,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
13105,0.003965280027345628,Moderate,Recent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,3,0,2,Moderate,125.796,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
1726,0.005815684137435213,Moderate,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,3,5,Moderate,133.356,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
46485,0.526461486727062,Very High,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics declined across the observed period,5,0,5,Moderate,182.054,Priority 2,Broad Recent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
32034,0.005150013227242872,Moderate,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Moderate,167.997,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
3779,0.003154283493500646,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,1,0,1,Highest,462.096,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
49767,0.0021336301892465625,Low,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,3,1,3,Higher,366.881,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
